Index|순위|단어|품사|풀이|등급
2413|3611|통장02|명|通帳|B
2414|3623|결심하다01|동|決心-|B
2415|3624|경기장|명|競技場|B
2416|3625|고장11|명|故障|B
2417|3633|도시락|명||B
2418|3649|요새01|명||B
2419|3654|자꾸만|부||B
2420|3663|짜증|명||B
2421|3664|첫날|명||B
2422|3687|무02|명|식물|B
2423|3689|밉다|형||B
2424|3708|익숙하다|형||B
2425|3710|잔치01|명||B
2426|3713|전부05|부|全部|B
2427|3716|차다04|형|날씨가 ~|B
2428|3718|치료하다|동|治療-|B
2429|3730|관광객|명|觀光客|B
2430|3732|국01|명|음식|B
2431|3748|미술관|명|美術館|B
2432|3764|여름철|명||B
2433|3773|저런01|관||B
2434|3785|각자02|명|各自|B
2435|3794|그해|명||B
2436|3795|꺼지다01|동|불이 ~|B
2437|3796|꼭대기|명||B
2438|3797|끊어지다|동||B
2439|3804|만족하다|형|滿足-|B
2440|3822|쇼02|명|show|B
2441|3823|수학05|명|數學|B
2442|3824|시어머니|명|媤-|B
2443|3825|시집01|명|媤-|B
2444|3853|그립다|형||B
2445|3856|긴장하다|동|緊張-|B
2446|3860|느리다01|형||B
2447|3864|똑똑하다|형||B
2448|3871|사촌|명|四寸|B
2449|3872|상25|명|賞|B
2450|3877|수입하다02|동|輸入-|B
2451|3878|식다01|동||B
2452|3895|카운터01|명|계산대|B
2453|3898|하숙집|명|下宿-|B
2454|3904|가슴속|명||B
2455|3915|다행히|부|多幸-|B
2456|3920|동아리02|명||B
2457|3921|따라오다|동||B
2458|3926|명절01|명|名節|B
2459|3928|바이올린|명|violin|B
2460|3950|준비물|명|準備物|B
2461|3955|출입|명|出入|B
2462|3964|회색01|명|灰色|B
2463|3968|고교04|명|高校|B
2464|3976|글씨|명||B
2465|3977|노래방|명|-房|B
2466|3980|달다05|동|돈을 다오|B
2467|3982|매다01|동|끈을 ~|B
2468|3983|머리카락|명||B
2469|3988|벌레01|명||B
2470|3997|성인01|명|成人|B
2471|4011|익숙해지다|동||B
2472|4016|저축03|명|貯蓄|B
2473|4021|증세01|명|症勢|B
2474|4027|콩나물|명||B
2475|4035|갈아입다|동||B
2476|4039|거짓|명||B
2477|4047|나물01|명||B
2478|4051|대도시|명|大都市|B
2479|4052|도둑01|명||B
2480|4083|신입생|명|新入生|B
2481|4084|어린아이|명||B
2482|4085|어쩐지|부||B
2483|4088|연락하다02|동|連絡-|B
2484|4117|규칙적|명|規則的|B
2485|4119|글쎄요|감||B
2486|4129|배추01|명||B
2487|4132|센터02|명|center|B
2488|4134|수염04|명|鬚髥|B
2489|4139|아아01|감||B
2490|4141|어리다01|동|눈물이 ~|B
2491|4152|장남03|명|長男|B
2492|4170|포도주|명|葡萄酒|B
2493|4178|각각01|명|各各|B
2494|4196|독서03|명|讀書|B
2495|4220|앞뒤|명||B
2496|4234|접시|명||B
2497|4241|체중01|명|體重|B
2498|4246|포장01|명|包裝|B
2499|4249|현관01|명|玄關|B
2500|4252|호수07|명|湖水|B
2501|4255|건너가다|동||B
2502|4262|껌|명|gum|B
2503|4265|녹색|명|綠色|B
2504|4269|막내|명||B
2505|4290|악수06|명|握手|B
2506|4298|인원|명|人員|B
2507|4300|인터뷰|명|interview|B
2508|4302|입학하다|동|入學-|B
2509|4305|정문03|명|正門|B
2510|4314|켜지다|동||B
2511|4317|팩03|명|pack|B
2512|4318|표시하다01|동|表示-|B
2513|4321|감상하다04|동|鑑賞-|B
2514|4331|끼다02|동|구름이 ~|B
2515|4332|넘어지다|동||B
2516|4335|단점01|명|短點|B
2517|4337|들려주다|동||B
2518|4338|뚜껑|명||B
2519|4341|반복하다01|동|反復-|B
2520|4356|아까|명||B
2521|4358|암08|명|癌|B
2522|4363|엔01|의|&일en|B
2523|4374|인분80|의|人分. 3~|B
2524|4381|죽07|명|粥|B
2525|4389|태우다02|동|차에 ~|B
2526|4393|향수04|명|香水|B
2527|4405|김03|명|해초|B
2528|4413|닫히다|동||B
2529|4417|도로01|부||B
2530|4426|밥그릇|명||B
2531|4427|방문02|명|房門|B
2532|4429|병들다|동|病-|B
2533|4433|불꽃01|명||B
2534|4438|소설가|명|小說家|B
2535|4452|유학06|명|儒學|B
2536|4464|좌석|명|座席|B
2537|4470|출근|명|出勤|B
2538|4478|푹01|부||B
2539|4486|개구리|명||B
2540|4503|동전05|명|銅錢|B
2541|4538|얼다01|동||B
2542|4539|여07|명|女|B
2543|4567|토끼|명||B
2544|4588|길가|명||B
2545|4590|남매|명|男妹|B
2546|4602|발가락|명||B
2547|4609|뵙다|동||B
2548|4611|부치다02|동|편지를 ~|B
2549|4623|안주04|명|按酒|B
2550|4624|어린애|명||B
2551|4636|인형01|명|人形|B
2552|4643|전철04|명|電鐵|B
2553|4668|가짜|명|假-|B
2554|4671|곰03|명|동물|B
2555|4701|빗물|명||B
2556|4702|사위01|명||B
2557|4704|설날|명||B
2558|4708|손톱01|명||B
2559|4711|식빵|명|食-|B
2560|4718|외우다01|동||B
2561|4720|운전자|명|運轉者|B
2562|4721|유리창01|명|琉璃窓|B
2563|4740|찬물01|명||B
2564|4748|태풍|명|颱風|B
2565|4751|햇볕|명||B
2566|4774|금지하다|동|禁止-|B
2567|4775|기사02|명|技士|B
2568|4778|나뭇잎|명||B
2569|4780|넓어지다|동||B
2570|4793|미팅|명|meeting|B
2571|4809|시끄럽다|형||B
2572|4815|어때|불|어떠해|B
2573|4816|엘리베이터|명|elevator|B
2574|4820|연휴02|명|連休|B
2575|4827|이모02|명|姨母|B
2576|4835|조카|명||B
2577|4844|취직|명|就職|B
2578|4862|계획하다01|동|計劃-|B
2579|4877|냄비|명||B
2580|4897|뱀|명||B
2581|4903|뵈다01|동|보이다|B
2582|4918|아니야|감||B
2583|4924|우수하다02|형|優秀-|B
2584|4926|유명01|명|有名|B
2585|4945|철01|명|계절|B
2586|4956|헌|관||B
2587|4964|가까워지다|동||B
2588|4967|강도06|명|强盜|B
2589|4982|꿀|명||B
2590|4994|된장|명|-醬|B
2591|5025|손발|명||B
2592|5032|안내하다|동|案內-|B
2593|5037|영하|명|零下|B
2594|5039|외교관|명|外交官|B
2595|5043|유행하다01|동|流行-|B
2596|5045|으응|감||B
2597|5067|한잔|명|-盞|B
2598|5072|가죽01|명||B
2599|5094|데려가다|동||B
2600|5095|도자기|명|陶瓷器|B
2601|5100|뒤쪽01|명||B
2602|5117|삼촌|명|三寸|B
2603|5122|속옷|명||B
2604|5123|손목|명||B
2605|5127|신문지|명|新聞紙|B
2606|5129|양보하다|동|讓步-|B
2607|5139|자라나다|동||B
2608|5143|주차장|명|駐車場|B
2609|5158|파리01|명||B
2610|5159|포스터01|명|poster|B
2611|5166|후회하다|동|後悔-|B
2612|5167|가이드|명|guide|B
2613|5175|고르다03|형|차이가 없다|B
2614|5176|고속도로|명|高速道路|B
2615|5203|렌즈|명|lens|B
2616|5206|멋있다|형||B
2617|5211|발목01|명||B
2618|5212|밤늦다|형||B
2619|5249|여우01|명|동물|B
2620|5252|와02|감||B
2621|5257|외출|명|外出|B
2622|5259|웨이터|명|waiter|B
2623|5264|자가용|명|自家用|B
2624|5275|정말01|감|正-|B
2625|5276|정원06|명|庭園|B
2626|5301|패션01|명|fashion|B
2627|5323|금06|명|金|B
2628|5328|낙엽|명|落葉|B
2629|5341|동창01|명|同窓|B
2630|5344|맞은편|명|-便|B
2631|5346|멋01|명||B
2632|5367|새우02|명||B
2633|5373|심해지다|동|甚-|B
2634|5374|씨름|명||B
2635|5376|앞길01|명|앞에 있는 길|B
2636|5378|어젯밤|명||B
2637|5380|여관03|명|旅館|B
2638|5381|여쭈다|동||B
2639|5386|오02|감||B
2640|5408|주문하다01|동|注文-|B
2641|5409|주사13|명|注射|B
2642|5417|채널|명|channel|B
2643|5420|출근하다|동|出勤-|B
2644|5421|취소하다01|동|取消-|B
2645|5448|건너편|명|-便|B
2646|5473|두세|관||B
2647|5496|봉지06|명|封紙|B
2648|5501|비서05|명|秘書|B
2649|5509|술잔|명|-盞|B
2650|5516|신문사|명|新聞社|B
2651|5523|열흘|명||B
2652|5527|옥수수|명||B
2653|5532|이웃집|명||B
2654|5554|준비되다|동|準備-|B
2655|5572|플라스틱|명|plastic|B
2656|5603|두부01|명|豆腐|B
2657|5621|부러워하다|동||B
2658|5639|시청01|명|市廳|B
2659|5651|오른손|명||B
2660|5656|이것저것|명||B
2661|5661|저자05|명|著者|B
2662|5686|출장01|명|出張|B
2663|5690|퇴근|명|退勤|B
2664|5700|회화05|명|繪畵|B
2665|5704|가져다주다|동||B
2666|5717|골프|명|golf|B
2667|5725|귀국02|명|歸國|B
2668|5749|목욕탕|명|沐浴湯|B
2669|5754|바닷물|명||B
2670|5761|빨다02|동|옷을 ~|B
2671|5762|사무05|명|事務|B
2672|5768|성06|명|姓|B
2673|5790|우울하다|형|憂鬱-|B
2674|5816|주무시다|동||B
2675|5845|흐리다02|형|날이 ~|B
2676|5850|걱정스럽다|형||B
2677|5868|금연01|명|禁煙|B
2678|5873|꿈속|명||B
2679|5874|나비03|명||B
2680|5892|레스토랑|명|&프restaurant|B
2681|5906|버섯02|명||B
2682|5914|뵈다02|동|웃어른을 보다|B
2683|5918|비키다|동||B
2684|5921|사모님|명|師母-|B
2685|5974|중요02|명|重要|B
2686|5978|챔피언|명|champion|B
2687|5982|축하|명|祝賀|B
2688|5983|취소01|명|取消|B
2689|5987|커튼|명|curtain|B
2690|5992|팬01|명|애호가|B
2691|6009|겨울철|명||B
2692|6014|고추장|명|-醬|B
2693|6015|골프장|명|golf場|B
2694|6022|국수01|명||B
2695|6036|달빛|명||B
2696|6046|뒷산|명|-山|B
2697|6047|땜03|의|때문|B
2698|6049|만족하다|동|滿足-|B
2699|6051|메다02|동|총을 ~|B
2700|6056|미인01|명|美人|B
2701|6060|반지02|명|半指|B
2702|6062|밤02|명|열매|B
2703|6070|부르다02|형|배가 ~|B
2704|6075|비타민|명|vitamin|B
2705|6076|빌딩|명|building|B
2706|6078|산속|명|山-|B
2707|6085|송이01|명|꽃 한 ~|B
2708|6091|식초|명|食醋|B
2709|6095|심부름|명||B
2710|6098|야외|명|野外|B
2711|6107|옆집|명||B
2712|6109|오래도록|부||B
2713|6117|이빨|명||B
2714|6129|장학금|명|奬學金|B
2715|6131|쟤|불|저 아이|B
2716|6142|쪽02|명|면|B
2717|6147|초밥|명|醋-|B
2718|6149|출구01|명|出口|B
2719|6150|출입문|명|出入門|B
2720|6157|풀01|명|~을 바르다|B
2721|6159|필름|명|film|B
2722|6166|호선80|의|號線. 1~|B
2723|6172|가위01|명|기구|B
2724|6178|고속02|명|高速|B
2725|6187|구하다03|동|救-|B
2726|6210|도망가다|동|逃亡-|B
2727|6215|땅콩|명||B
2728|6269|신호등|명|信號燈|B
2729|6270|신혼여행|명|新婚旅行|B
2730|6272|씩씩하다02|형||B
2731|6279|월드컵|명|World Cup|B
2732|6293|입원01|명|入院|B
2733|6295|잘살다|동||B
2734|6296|장가01|명|~가다|B
2735|6307|졸업생|명|卒業生|B
2736|6308|죽다01|보|심심해 ~|B
2737|6318|친절|명|親切|B
2738|6319|침실|명|寢室|B
2739|6372|기타02|명|guitar|B
2740|6379|나빠지다|동||B
2741|6380|남02|명|男|B
2742|6394|두통|명|頭痛|B
2743|6435|설거지|명||B
2744|6441|수년02|명|數年|B
2745|6445|수출하다03|동|輸出-|B
2746|6446|숙소02|명|宿所|B
2747|6507|한잔하다|동|­盞-|B
2748|6526|가요02|명|歌謠|B
2749|6530|감상05|명|鑑賞|B
2750|6540|공짜|명|空-|B
2751|6550|그만하다|형||B
2752|6582|모기01|명||B
2753|6603|볼일|명||B
2754|6605|부끄러움|명||B
2755|6628|스웨터|명|sweater|B
2756|6642|여행사|명|旅行社|B
2757|6649|왼손|명||B
2758|6655|유학생01|명|留學生|B
2759|6668|잘생기다|형||B
2760|6674|저리01|부|저곳으로|B
2761|6676|절약하다|동|節約-|B
2762|6725|합격|명|合格|B
2763|6736|갈다01|동|바꾸다|B
2764|6758|기도03|명|祈禱|B
2765|6760|길거리|명||B
2766|6761|꽃잎|명||B
2767|6776|돌려주다|동||B
2768|6781|라이터|명|lighter|B
2769|6824|생활환경|명|生活環境|B
2770|6846|오리03|명|동물|B
2771|6872|입원하다01|동|入院-|B
2772|6879|장난감|명||B
2773|6884|전기밥솥|명||B
2774|6928|하품01|명||B
2775|6961|교문01|명|校門|B
2776|6963|권투01|명|拳鬪|B
2777|7013|받침|명||B
2778|7023|북07|명|北|B
2779|7046|수고하다01|동||B
2780|7049|수학03|명|修學|B
2781|7058|아뇨01|감||B
2782|7059|아래쪽|명||B
2783|7068|액세서리|명|accessory|B
2784|7074|염려하다01|동|念慮-|B
2785|7076|오이01|명||B
2786|7078|외삼촌|명|外三寸|B
2787|7086|위쪽|명||B
2788|7093|음료수|명|飮料水|B
2789|7134|캠퍼스|명|campus|B
2790|7136|터널|명|tunnel|B
2791|7138|통12|의|通|B
2792|7153|환갑02|명|還甲|B
2793|7167|건너오다|동||B
2794|7182|관광지|명|觀光地|B
2795|7186|교포02|명|僑胞|B
2796|7221|등록금|명|登錄金|B
2797|7224|뛰어다니다|동||B
2798|7226|만07|관|滿. ~ 3개월|B
2799|7231|메모|명|memo|B
2800|7234|몇십|관||B
2801|7239|몸무게|명||B
2802|7249|배달02|명|配達|B
2803|7250|번역|명|飜譯|B
2804|7262|비닐봉지|명|vinyl封紙|B
2805|7274|서랍|명||B
2806|7278|소나기01|명||B
2807|7281|손잡이|명||B
2808|7295|안되다02|형|마음이 언짢다|B
2809|7311|연하다01|형|軟-|B
2810|7321|원숭이|명||B
2811|7339|이혼03|명|離婚|B
2812|7343|일회용|명|一回用|B
2813|7360|전화기|명|電話機|B
2814|7378|진달래|명||B
2815|7386|차남02|명|次男|B
2816|7407|팬티|명|panties|B
2817|7409|편히|부|便-|B
2818|7434|가구04|명|家具|B
2819|7440|개나리01|명||B
2820|7448|골목길|명||B
2821|7464|기억나다|동|記憶-|B
2822|7466|기침01|명||B
2823|7474|노랫소리|명||B
2824|7487|대학교수|명|大學敎授|B
2825|7503|레몬|명|lemon|B
2826|7523|배꼽|명||B
2827|7539|사랑스럽다|형||B
2828|7562|술병02|명|-甁|B
2829|7571|쓰이다01|동|글이 ~|B
2830|7581|엽서02|명|葉書|B
2831|7587|욕실|명|浴室|B
2832|7592|운전기사|명|運轉技士|B
2833|7605|장마01|명||B
2834|7637|짧아지다|동||B
2835|7638|찌다01|동|살이 ~|B
2836|7640|책가방|명|冊-|B
2837|7731|놀이터|명||B
2838|7736|다녀가다|동||B
2839|7738|답장|명|答狀|B
2840|7749|때때로|부||B
2841|7776|발등|명||B
2842|7795|블라우스|명|blouse|B
2843|7801|사이좋다|형||B
2844|7822|슬퍼하다|동||B
2845|7835|쓰레기통|명|-桶|B
2846|7838|앞쪽|명||B
2847|7860|왼발|명||B
2848|7883|일기11|명|日氣|B
2849|7897|저번02|명|這番|B
2850|7906|정답|명|正答|B
2851|7913|졸다01|동||B
2852|7939|코피01|명||B
2853|7958|할인01|명|割引|B
2854|7996|고구마|명||B
2855|8014|국기07|명|國旗|B
2856|8044|대화하다02|동|對話-|B
2857|8071|미워하다|동||B
2858|8077|밥맛|명||B
2859|8085|복사09|명|複寫|B
2860|8090|볶음밥|명||B
2861|8113|성별01|명|性別|B
2862|8116|세탁|명|洗濯|B
2863|8117|소문나다|동|所聞-|B
2864|8118|소용없다|형|所用-|B
2865|8121|손수건|명|-手巾|B
2866|8122|송아지|명||B
2867|8124|수돗물|명|水道-|B
2868|8134|술자리|명||B
2869|8160|어린이날|명||B
2870|8169|오른발|명||B
2871|8189|이사하다01|동|移徙-|B
2872|8191|일등|명|一等|B
2873|8198|작아지다|동||B
2874|8219|줄무늬|명||B
2875|8250|터미널|명|terminal|B
2876|8267|한국적|명|韓國的|B
2877|8282|환영02|명|歡迎|B
2878|8290|간식02|명|間食|B
2879|8293|감01|명|과일|B
2880|8324|남04|명|南|B
2881|8328|네거리|명||B
2882|8330|녹음하다|동|錄音-|B
2883|8355|등산로|명|登山路|B
2884|8358|마사지|명|massage|B
2885|8361|먹히다|동||B
2886|8364|몸살01|명|~이 걸리다|B
2887|8367|무더위|명||B
2888|8375|박스|명|box|B
2889|8381|밥솥|명||B
2890|8388|베개|명||B
2891|8389|벨트|명|belt|B
2892|8391|복사하다03|동|複寫-|B
2893|8407|사계절|명|四季節|B
2894|8408|사과하다02|동|謝過-|B
2895|8467|여대생|명|女大生|B
2896|8482|외할머니|명|外-|B
2897|8499|음악가|명|音樂家|B
2898|8512|인삼|명|人蔘|B
2899|8513|인상01|명|人相|B
2900|8536|점원01|명|店員|B
2901|8562|찻잔|명|茶盞|B
2902|8591|큰길|명||B
2903|8626|홈페이지|명|homepage|B
2904|8633|횡단보도|명|橫斷步道|B
2905|8651|강당|명|講堂|B
2906|8668|고모부|명|姑母夫|B
2907|8699|녹음03|명|錄音|B
2908|8736|마중01|명||B
2909|8753|밝다|동||B
2910|8754|밤중|명|-中|B
2911|8756|배드민턴|명|badminton|B
2912|8759|버튼|명|button|B
2913|8798|서투르다|형||B
2914|8811|손뼉|명||B
2915|8813|송편|명|松-|B
2916|8828|신혼부부|명|新婚夫婦|B
2917|8830|싱겁다|형||B
2918|8863|옛날이야기|명||B
2919|8865|오븐|명|oven|B
2920|8867|와인|명|wine|B
2921|8874|우승하다|동|優勝-|B
2922|8877|웃어른|명||B
2923|8893|인사말|명|人事-|B
2924|8904|자판기|명|自販機|B
2925|8910|저녁때|명||B
2926|8918|적어지다|동||B
2927|8960|치과|명|齒科|B
2928|8964|테스트|명|test|B
2929|8968|퇴근하다|동|退勤-|B
2930|8981|피로하다02|형|疲勞-|B
2931|8998|화나다|동|火-|B
2932|9014|가로01|명|~와 세로|B
2933|9018|갈아타다|동||B
2934|9084|단맛|명||B
2935|9089|담요|명||B
2936|9149|밤새다|동||B
2937|9167|부잣집|명|富者-|B
2938|9177|사진기02|명|寫眞機|B
2939|9184|상추01|명||B
2940|9193|섭씨|명|攝氏|B
2941|9195|소시지|명|sausage|B
2942|9213|스케줄|명|schedule|B
2943|9222|시외01|명|市外|B
2944|9250|양배추|명|洋-|B
2945|9253|얕다|형||B
2946|9254|어두워지다|동||B
2947|9260|엊그제|부||B
2948|9261|여고생|명|女高生|B
2949|9271|예약|명|豫約|B
2950|9294|이곳저곳|명||B
2951|9305|일회용품|명|一回用品|B
2952|9306|읽히다01|동|'읽다'의 피동사|B
2953|9325|저런02|감||B
2954|9328|점심때|명|點心-|B
2955|9345|즐거워하다|동||B
2956|9370|초보01|명|初步|B
2957|9409|해외여행|명|海外旅行|B
2958|9500|깜빡|부||B
2959|9527|대중교통|명|大衆交通|B
2960|9529|데려오다|동||B
2961|9542|뛰어오다|동||B
2962|9557|명함|명|名銜|B
2963|9616|사자11|명|獅子|B
2964|9628|새소리|명||B
2965|9660|시부모|명|媤父母|B
2966|9670|실수하다|동|失手-|B
2967|9714|외출하다|동|外出-|B
2968|9724|위아래|명||B
2969|9738|이발소|명|理髮所|B
2970|9757|재작년|명|再昨年|B
2971|9758|재채기|명||B
2972|9769|정거장|명|停車場|B
2973|9778|존댓말|명|尊待-|B
2974|9811|초보자|명|初步者|B
2975|9812|초청장|명|招請狀|B
2976|9816|카레|명|curry|B
2977|9823|킬로|의|kilo|B
2978|9830|티셔츠|명|T-shirts|B
2979|9855|한둘|수||B
2980|9901|거리02|의|반찬~|B
2981|9916|고춧가루|명||B
2982|9934|국립|명|國立|B
2983|9968|농구07|명|籠球|B
2984|9995|디자이너|명|designer|B
2985|9998|뛰어나가다|동||B
2986|10041|밤낮|명||B
2987|10043|배구06|명|排球|B
2988|10068|부지런하다|형||B
2989|10100|선풍기|명|扇風機|B
2990|10105|세로01|명||B
2991|10136|싫어지다|동||B
2992|10153|여직원|명|女職員|B
2993|10159|열리다01|동|열매가 ~|B
2994|10162|옆방|명|-房|B
2995|10167|오피스텔|명|office hotel|B
2996|10182|원피스|명|one-piece|B
2997|10196|이혼하다|동|離婚-|B
2998|10245|종이컵|명|-cup|B
2999|10292|코끼리|명||B
3000|10293|콘서트|명|concert|B
3001|10294|큰소리01|명||B
3002|10314|평일|명|平日|B
3003|10384|걱정되다|동||B
3004|10482|된장찌개|명|-醬-|B
3005|10505|목걸이01|명||B
3006|10634|스키장|명|ski場|B
3007|10658|쓰다06|형|나물이 ~|B
3008|10808|책방01|명|冊房|B
3009|11024|나흘|명||B
3010|11043|다이어트|명|diet|B
3011|11408|중국집|명|中國-|B
3012|11424|지하도|명|地下道|B
3013|11580|고속버스|명|高速bus|B
3014|11721|뚱뚱하다|형||B
3015|11884|소포01|명|小包|B
3016|11888|손녀|명|孫女|B
3017|11936|아래층|명|-層|B
3018|12049|잠옷|명||B
3019|12051|장갑01|명|掌匣|B
3020|12428|동물원|명|動物園|B
3021|12460|모레|명||B
3022|12576|생신02|명|生辰|B
3023|12628|시내버스|명|市內bus|B
3024|12746|우표|명|郵票|B
3025|13235|독일어|명|獨逸語|B
3026|13255|떡볶이|명||B
3027|13671|이따가|부||B
3028|14028|강아지|명||B
3029|14205|닷새|명||B
3030|14862|주차04|명|駐車|B
3031|15078|홍차|명|紅茶|B
3032|15856|연락처|명|連絡處|B
3033|15860|연세02|명|年歲|B
3034|15946|위층|명|-層|B
3035|15996|인삼차|명|人蔘茶|B
3036|16217|초록색|명|草綠色|B
3037|16227|축구공|명|蹴球-|B
3038|16599|김치찌개|명||B
