Index|Korean|어/아/여|습니다/ㅂ니다|다/ㄴ다/는다|면/으면|English|Frequency|Korean Example Sentence|English Example Sentence Translation
2급 읽이 13과 1항 12단어|원화|||||the Korean won|9385|달러를 원화로 환전했어요.|I exchanged dollars for Korean won.
2급 문법 3과 2항 2단어|남해|||||Southern Sea|9427|남해에서 아름다운 일몰을 봤어요.|I saw a beautiful sunset at the Southern Sea.
2급 문법 11과 1항 14단어|승강장|||||platform|9435|지하철 승강장에서 친구를 기다렸어요.|I waited for my friend on the subway platform.
2급 문법 12과 2항 8단어|교환|||||exchange|9462|외국 학생과 언어 교환을 했어요.|I did language exchange with a foreign student.
2급 읽이 5과 1항 17단어|파|||||green onion|9473|파를 송송 썰어서 국에 넣었어요.|I chopped green onions finely and put them in the soup.
2급 읽이 15과 2항 17단어|장바구니|||||shopping cart|9506|마트에서 장바구니에 물건을 담았어요.|I put items in the shopping cart at the mart.
2급 읽이 1과 2항 2단어|경제학|||||economics|9519|대학교에서 경제학을 전공했어요.|I majored in economics at university.
2급 문법 17과 2항 16단어|팩스|||||fax|9555|중요한 서류를 팩스로 보냈어요.|I sent important documents by fax.
2급 읽이 8과 1항 13단어|초대장|||||invitation card|9583|결혼식 초대장을 친구들에게 보냈어요.|I sent wedding invitation cards to my friends.
2급 문법 9과 9항 2단어|마흔|||||forty|9620|어머니는 올해 마흔 살이세요.|My mother is forty years old this year.
2급 읽이 17과 1항 9단어|로맨틱하다|로맨틱해|로맨틱합니다|로맨틱하다|로맨틱하면|to be romantic|9710|촛불 저녁 식사가 너무 로맨틱했어요.|The candlelight dinner was so romantic.
2급 읽이 9과 2항 6단어|축하|||||celebration or congratulations|9731|친구의 졸업을 축하해 줬어요.|I congratulated my friend on their graduation.
2급 읽이 2과 1항 5단어|아나운서|||||newscaster|9739|텔레비전에서 유명한 아나운서를 봤어요.|I saw a famous newscaster on television.
2급 문법 15과 1항 7단어|공휴일|||||legal holiday|9835|공휴일에는 은행이 문을 닫아요.|Banks are closed on legal holidays.
2급 읽이 8과 2항 9단어|갈비찜|||||galbi-jjim|9921|추석에 갈비찜을 만들어서 가족과 함께 먹었어요.|I made galbi-jjim during Chuseok and ate it with my family.
2급 문법 5과 2항 1단어|갈비찜|||||galbi-jjim(braised short ribs)|9921|할머니가 만든 갈비찜이 정말 맛있어요.|The galbi-jjim my grandmother made is really delicious.
2급 읽이 8과 2항 14단어|두루마리|||||roll of paper|9972|화장지 두루마리를 새로 샀어요.|I bought a new roll of toilet paper.
2급 문법 15과 1항 13단어|연초|||||beginning of the year|10039|연초에 새로운 목표를 세웠어요.|I set new goals at the beginning of the year.
2급 읽이 4과 2항 12단어|세탁소|||||laundry or dry cleaner's|10055|정장을 세탁소에 맡겼어요.|I left my suit at the dry cleaner's.
2급 문법 19과 1항 14단어|예절|||||courtesy or manners|10066|어른께 인사하는 예절을 배웠어요.|I learned the manners of greeting elders.
2급 읽이 1과 1항 19단어|편지|||||letter|10141|할머니께 편지를 써서 보냈어요.|I wrote and sent a letter to my grandmother.
2급 문법 17과 2항 8단어|볼링|||||bowling|10224|친구들과 볼링을 치러 갔어요.|I went bowling with my friends.
2급 읽이 5과 2항 13단어|삼계탕|||||samgyetang (ginseng chicken broth)|10394|여름에 보양식으로 삼계탕을 먹었어요.|I ate samgyetang as a nutritious food in summer.
2급 문법 16과 2항 1단어|약사|||||pharmacist|10414|약사에게 감기약을 추천받았어요.|I got a recommendation for cold medicine from the pharmacist.
2급 문법 11과 2항 9단어|우회전|||||right turn|10431|교차로에서 우회전해서 갔어요.|I made a right turn at the intersection and went.
2급 읽이 6과 1항 1단어|식료품|||||groceries|10524|주말에 식료품을 사러 마트에 갔어요.|I went to the mart to buy groceries on the weekend.
2급 문법 15과 2항 9단어|미래|||||future|10539|미래에 대한 꿈을 가지고 있어요.|I have dreams about the future.
2급 읽이 3과 1항 21단어|푸르다|푸르러|푸릅니다|푸른다|푸르면|to be blue|10582|바다가 푸르러서 아름다워요.|The sea is beautiful because it's blue.
2급 읽이 8과 1항 3단어|동호회|||||workplace club|10612|회사 동호회에서 등산을 갔어요.|I went hiking with the workplace club.
2급 읽이 4과 2항 15단어|룸메이트|||||roommate|10615|대학교 기숙사에서 룸메이트와 함께 살았어요.|I lived with a roommate in the university dormitory.
2급 읽이 2과 2항 9단어|외할아버지|||||maternal grandfather|10631|외할아버지께서 용돈을 주셨어요.|My maternal grandfather gave me allowance.
2급 문법 6과 3항 2단어|참외|||||Korean melon|10671|여름에 시원한 참외를 먹었어요.|I ate cool Korean melon in summer.
2급 문법 11과 2항 10단어|좌회전|||||left turn|10699|신호등에서 좌회전했어요.|I made a left turn at the traffic light.
2급 읽이 6과 2항 2단어|가전제품|||||electric home appliances|10716|새 집으로 이사해서 가전제품을 샀어요.|I moved to a new house and bought electric home appliances.
2급 문법 19과 1항 20단어|항공권|||||airline ticket|10726|여행을 위해 항공권을 예약했어요.|I booked airline tickets for travel.
2급 문법 19과 1항 10단어|렌터카|||||rental car|10741|제주도에서 렌터카를 빌려서 여행했어요.|I rented a rental car and traveled in Jeju Island.
2급 문법 12과 2항 11단어|시간표|||||time schedule|10817|기차 시간표를 확인하고 표를 샀어요.|I checked the train schedule and bought tickets.
2급 읽이 14과 2항 4단어|남산|||||Namsan|10947|남산타워에 올라가서 서울 야경을 봤어요.|I went up Namsan Tower and saw Seoul's night view.
2급 읽이 11과 1항 13단어|열차|||||train|11066|열차를 타고 부산에 갔어요.|I took a train and went to Busan.
2급 문법 20과 1항 20단어|개다|개어|갭니다|갠다|개면|to clear up|11122|비가 그치고 하늘이 개었어요.|The rain stopped and the sky cleared up.
2급 읽이 8과 1항 2단어|동창회|||||alumni association|11196|고등학교 동창회에 참석했어요.|I attended my high school alumni association meeting.
2급 읽이 7과 2항 5단어|쇼핑백|||||shopping bag|11211|쇼핑백에 산 물건을 담았어요.|I put the purchased items in the shopping bag.
2급 읽이 2과 1항 13단어|경주|||||Gyeongju|11223|경주에서 불국사를 구경했어요.|I visited Bulguksa Temple in Gyeongju.
2급 읽이 12과 1항 9단어|시험장|||||examination hall|11224|시험장에 일찍 도착해서 준비했어요.|I arrived early at the examination hall and prepared.
2급 문법 17과 2항 14단어|엽서|||||postcard|11435|여행지에서 친구에게 엽서를 보냈어요.|I sent a postcard to my friend from the travel destination.
2급 읽이 5과 1항 19단어|설렁탕|||||Seolleongtang (beef and rice soup)|11594|설렁탕에 밥을 말아서 먹었어요.|I mixed rice into the seolleongtang and ate it.
2급 읽이 5과 2항 15단어|대추|||||jujube|11617|대추차를 끓여서 마셨어요.|I boiled jujube tea and drank it.
2급 문법 2과 9항 3단어|큰아버지|||||uncle (father's older brother)|11731|큰아버지께서 결혼식에 오셨어요.|My uncle came to the wedding.
2급 읽이 5과 2항 14단어|인삼|||||ginseng|11763|건강을 위해 인삼차를 마셔요.|I drink ginseng tea for my health.
2급 문법 15과 2항 11단어|배달되다|배달돼|배달됩니다|배달된다|배달되면|to be delivered|12065|주문한 음식이 30분 후에 배달됐어요.|The food I ordered was delivered after 30 minutes.
2급 읽이 9과 1항 6단어|바로|||||immediately|12117|바로 병원에 가서 치료를 받았어요.|I immediately went to the hospital and received treatment.
2급 문법 9과 2항 6단어|바로|||||right|12117|바로 앞에 편의점이 있어요.|There's a convenience store right in front.
2급 읽이 7과 1항 3단어|블라우스|||||blouse|12169|흰색 블라우스를 입고 회사에 갔어요.|I wore a white blouse and went to work.
2급 문법 6과 9항 12단어|핸드백|||||handbag|12185|어머니께 핸드백을 선물드렸어요.|I gave my mother a handbag as a gift.
2급 읽이 19과 2항 11단어|먹을거리|||||things to eat|12202|시장에는 맛있는 먹을거리가 많아요.|There are many delicious things to eat at the market.
2급 읽이 19과 1항 15단어|프런트|||||front desk|12265|호텔 프런트에서 체크인을 했어요.|I checked in at the hotel front desk.
2급 문법 6과 2항 5단어|방석|||||sitting cushion|12305|바닥에 방석을 깔고 앉았어요.|I laid a sitting cushion on the floor and sat down.
2급 읽이 2과 2항 13단어|돌잔치|||||baby's first year birthday party|12313|조카의 돌잔치에 참석했어요.|I attended my nephew's first birthday party.
2급 문법 16과 1항 14단어|변비|||||constipation|12345|변비 때문에 병원에 갔어요.|I went to the hospital because of constipation.
2급 읽이 7과 1항 7단어|운동복|||||sportswear|12365|헬스장에서 운동복을 입고 운동했어요.|I wore sportswear and exercised at the gym.
2급 문법 13과 2항 1단어|소포|||||package or parcel|12441|고향에서 소포가 도착했어요.|A package arrived from my hometown.
2급 읽이 4과 1항 16단어|관리비|||||management expenses or utilities|12505|아파트 관리비가 매달 나와요.|Apartment management fees come out every month.
2급 문법 4과 3항 3단어|분식집|||||snack shop|12623|학교 앞 분식집에서 떡볶이를 먹었어요.|I ate tteokbokki at the snack shop in front of school.
2급 읽이 6과 2항 13단어|생필품|||||daily necessity|12652|생필품을 사러 마트에 갔어요.|I went to the mart to buy daily necessities.
2급 문법 19과 1항 11단어|리포터|||||reporter|12799|뉴스 리포터가 현장에서 중계하고 있어요.|The news reporter is broadcasting live from the scene.
2급 읽이 15과 2항 8단어|팥빙수|||||adzuki bean sherbert|12804|더운 여름에 시원한 팥빙수를 먹었어요.|I ate cool adzuki bean sherbert in the hot summer.
2급 문법 12과 2항 3단어|신청서|||||application or registration form|12844|장학금 신청서를 작성했어요.|I filled out a scholarship application form.
2급 문법 6과 8항 4단어|세일하다|세일해|세일합니다|세일한다|세일하면|to be on sale; to have a sale|12891|백화점에서 옷을 세일하고 있어요.|The department store is having a sale on clothes.
2급 문법 20과 2항 15단어|설거지하다|설거지해|설거지합니다|설거지한다|설거지하면|to wash dishes|12910|저녁 먹고 설거지를 했어요.|I washed dishes after dinner.
2급 문법 17과 2항 10단어|당구|||||billiards|12970|친구들과 당구장에서 당구를 쳤어요.|I played billiards with friends at the billiards hall.
2급 문법 16과 2항 16단어|한약|||||herbal medicine|13008|몸이 안 좋아서 한약을 먹고 있어요.|I'm taking herbal medicine because I'm not feeling well.
2급 문법 13과 2항 4단어|저울|||||scale|13083|몸무게를 재려고 저울에 올라갔어요.|I stepped on the scale to weigh myself.
2급 읽이 6과 1항 2단어|생활용품|||||living products|13221|새 집에 필요한 생활용품을 샀어요.|I bought living products needed for the new house.
2급 읽이 19과 2항 12단어|교통수단|||||transportation|13283|서울에는 다양한 교통수단이 있어요.|There are various types of transportation in Seoul.
2급 문법 12과 2항 13단어|휴학|||||temporary absence from school|13577|군대에 가기 위해 휴학을 했어요.|I took a temporary absence from school to go to the military.
2급 문법 6과 3항 1단어|감|||||persimmon|13600|가을에 달콤한 감을 먹었어요.|I ate sweet persimmons in autumn.
2급 읽이 19과 1항 14단어|체크아웃|||||check-out|13685|호텔에서 체크아웃하고 공항으로 갔어요.|I checked out of the hotel and went to the airport.
2급 문법 18과 1항 13단어|윗사람|||||one's senior or elders|13905|윗사람께 존댓말을 써야 해요.|You should use honorific language to your seniors or elders.
2급 읽이 11과 1항 11단어|전동차|||||electric train|13913|전동차를 타고 인천에 갔어요.|I took an electric train and went to Incheon.
2급 읽이 8과 2항 3단어|병문안|||||visiting someone who is sick|13982|아픈 친구를 병문안하러 병원에 갔어요.|I went to the hospital to visit my sick friend.
2급 문법 11과 2항 15단어|직진|||||straight ahead|14035|교차로에서 직진해서 가세요.|Go straight ahead at the intersection.
2급 문법 18과 2항 6단어|계획표|||||time schedule|14469|일주일 계획표를 만들어서 공부했어요.|I made a weekly schedule and studied.
2급 읽이 13과 2항 5단어|등기|||||registration|14648|중요한 서류를 등기로 보냈어요.|I sent important documents by registered mail.
2급 문법 4과 3항 4단어|이삿짐|||||goods to be moved|14936|이삿짐을 포장해서 트럭에 실었어요.|I packed the moving goods and loaded them onto the truck.
2급 읽이 2과 2항 10단어|생신|||||birthday in honorific form|14996|할아버지 생신에 가족이 모였어요.|The family gathered for grandfather's birthday.
2급 문법 16과 2항 8단어|감기약|||||cold medicine|15236|약국에서 감기약을 사서 먹었어요.|I bought cold medicine at the pharmacy and took it.
2급 읽이 2과 2항 17단어|고모부|||||uncle (husband of one's father's sister)|15578|고모부께서 취직을 축하해 주셨어요.|My uncle congratulated me on getting a job.
2급 읽이 11과 2항 9단어|제시간|||||on time|15669|약속에 제시간에 도착했어요.|I arrived on time for the appointment.
2급 읽이 8과 1항 11단어|뒤풀이|||||afterparty|15708|공연 후에 배우들과 뒤풀이를 했어요.|We had an afterparty with the actors after the performance.
2급 읽이 20과 1항 14단어|나들이|||||outing|15800|봄날에 가족과 나들이를 갔어요.|I went on an outing with my family on a spring day.
2급 읽이 1과 2항 13단어|경영학|||||business administration|15853|대학교에서 경영학을 전공했어요.|I majored in business administration at university.
2급 문법 8과 3항 11단어|회비|||||membership fee|15908|동아리 회비를 납부했어요.|I paid the club membership fee.
2급 읽이 11과 1항 1단어|하차|||||getting off|15987|다음 정류장에서 하차하겠습니다.|I will get off at the next stop.
2급 문법 14과 2항 6단어|농구공|||||basketball|16173|친구들과 농구공으로 농구를 했어요.|I played basketball with a basketball with my friends.
2급 문법 5과 9항 11단어|요리법|||||recipe|16266|어머니에게 김치찌개 요리법을 배웠어요.|I learned the kimchi stew recipe from my mother.
2급 문법 18과 1항 11단어|아랫사람|||||one's junior or subordinate|16324|아랫사람에게도 예의를 지켜야 해요.|You should be polite to your juniors or subordinates too.
2급 읽이 20과 2항 10단어|불국사|||||Bulguksa|17012|경주에서 불국사를 구경했어요.|I visited Bulguksa in Gyeongju.
2급 읽이 4과 1항 9단어|하숙집|||||boardinghouse|17036|대학생 때 하숙집에서 살았어요.|I lived in a boardinghouse when I was a college student.
2급 읽이 6과 1항 6단어|이불|||||blanket|17096|추운 밤에 따뜻한 이불을 덮고 잤어요.|I slept covered with a warm blanket on the cold night.
2급 문법 20과 1항 9단어|열쇠고리|||||keychain|17158|기념품으로 열쇠고리를 샀어요.|I bought a keychain as a souvenir.
2급 읽이 5과 1항 16단어|파전|||||Pajeon (green onion pan-fried in batter)|17176|비 오는 날에는 파전이 생각나요.|I think of pajeon on rainy days.
2급 읽이 20과 2항 11단어|석굴암|||||Seokguram|17335|석굴암에서 불상을 구경했어요.|I looked at the Buddha statue at Seokguram.
2급 문법 16과 2항 18단어|소화제|||||digestion medicine|17361|식사 후에 소화제를 먹었어요.|I took digestion medicine after the meal.
2급 문법 16과 1항 13단어|배탈|||||stomach disorder|17642|상한 음식을 먹어서 배탈이 났어요.|I got a stomach disorder from eating spoiled food.
2급 문법 11과 2항 13단어|유턴|||||U-turn|17721|길을 잘못 들어서 유턴을 했어요.|I made a wrong turn so I made a U-turn.
2급 문법 13과 1항 10단어|번호표|||||number ticket|17885|은행에서 번호표를 뽑고 기다렸어요.|I pulled a number ticket at the bank and waited.
2급 문법 19과 1항 3단어|숙박하다|숙박해|숙박합니다|숙박한다|숙박하면|to lodge in or stay at|18133|제주도에서 펜션에 숙박했어요.|I stayed at a pension in Jeju Island.
2급 읽이 3과 1항 14단어|오슬로|||||Oslo|18137|노르웨이의 수도 오슬로를 방문했어요.|I visited Oslo, the capital of Norway.
2급 문법 8과 9항 6단어|부케|||||bouquet|18185|결혼식에서 신부가 부케를 던졌어요.|The bride threw a bouquet at the wedding.
2급 문법 20과 1항 16단어|영하|||||sub-zero temperature|18297|내일 기온이 영하로 떨어질 예정이에요.|The temperature is expected to drop below zero tomorrow.
2급 문법 16과 2항 3단어|소독약|||||antiseptic|18406|상처에 소독약을 발라서 치료했어요.|I treated the wound by applying antiseptic.
2급 문법 8과 2항 3단어|기대|||||anticipation or expectation|18543|새 학기에 대한 기대가 커요.|My anticipation for the new semester is growing.
2급 문법 5과 2항 4단어|양념하다|양념해|양념합니다|양념한다|양념하면|to season or flavor|18816|고기에 양념해서 하루 동안 재웠어요.|I seasoned the meat and marinated it for a day.
2급 읽이 13과 2항 17단어|할인율|||||discount rate|18914|세일 기간에 할인율이 50%였어요.|The discount rate was 50% during the sale period.
2급 읽이 14과 2항 6단어|낮잠|||||nap|19251|점심 먹고 잠깐 낮잠을 잤어요.|I took a short nap after lunch.
2급 읽이 3과 1항 11단어|호찌민|||||Ho Chi Minh|19317|베트남 호찌민시를 여행했어요.|I traveled to Ho Chi Minh City in Vietnam.
2급 읽이 7과 2항 18단어|체크무늬|||||checkered pattern|19451|체크무늬 셔츠를 입고 나갔어요.|I went out wearing a checkered pattern shirt.
2급 읽이 11과 2항 15단어|톨게이트|||||tollgate|19476|고속도로 톨게이트에서 통행료를 냈어요.|I paid the toll at the highway tollgate.
2급 문법 10과 2항 4단어|결석하다|결석해|결석합니다|결석한다|결석하면|to be absent|19579|감기에 걸려서 수업을 결석했어요.|I was absent from class because I caught a cold.
2급 읽이 8과 2항 13단어|벽시계|||||wall clock|19822|거실 벽에 벽시계를 걸었어요.|I hung a wall clock on the living room wall.
2급 읽이 8과 2항 15단어|향초|||||scented candle|19921|방에서 향초를 켜고 휴식했어요.|I lit a scented candle in my room and relaxed.
2급 문법 11과 2항 6단어|좌회전하다|좌회전해|좌회전합니다|좌회전한다|좌회전하면|to make a left turn|19958|신호등에서 좌회전했어요.|I made a left turn at the traffic light.
2급 읽이 8과 2항 6단어|디지털카메라|||||digital camera|20056|여행갈 때 디지털카메라를 가져갔어요.|I brought a digital camera when traveling.
2급 문법 18과 2항 2단어|한|||||about|20100|한 시간 정도 걸릴 것 같아요.|It will probably take about an hour.
2급 문법 1과 9항 5단어|법학|||||law|20265|아버지는 법학을 전공하셨어요.|My father majored in law.
2급 읽이 6과 2항 6단어|식당가|||||food court|20903|백화점 식당가에서 점심을 먹었어요.|I ate lunch at the department store food court.
